Customer_ID,Address_ID
C0160,ADD0119
C0161,ADD0010
C0162,ADD0215
C0163,ADD0114
C0164,ADD0115
C0165,ADD0284
C0166,ADD0149
C0167,ADD0021
C0168,ADD0018
C0169,ADD0264
C0170,ADD0250
C0171,ADD0114
C0172,ADD0077
C0173,ADD0222
C0174,ADD0038
C0175,ADD0169
C0176,ADD0133
C0177,ADD0146
C0178,ADD0278
C0179,ADD0067
C0180,ADD0005
C0181,ADD0248
C0182,ADD0299
C0183,ADD0115
C0184,ADD0195
C0185,ADD0268
C0186,ADD0042
C0187,ADD0274
C0188,ADD0059
C0189,ADD0178
C0190,ADD0042
C0191,ADD0030
C0192,ADD0213
C0193,ADD0239
C0194,ADD0117
C0195,ADD0150
C0196,ADD0248
C0197,ADD0001
C0198,ADD0097
C0199,ADD0253
C0200,ADD0066
C0201,ADD0239
C0202,ADD0093
C0203,ADD0014
C0204,ADD0158
C0205,ADD0284
C0206,ADD0055
C0207,ADD0270
C0208,ADD0032
C0209,ADD0080
C0210,ADD0217
C0211,ADD0007
C0212,ADD0237
C0213,ADD0201
C0214,ADD0073
C0215,ADD0133
C0216,ADD0226
C0217,ADD0167
C0218,ADD0016
C0219,ADD0174
C0220,ADD0160
C0221,ADD0001
C0222,ADD0282
C0223,ADD0239
C0224,ADD0248
C0225,ADD0132
C0226,ADD0139
C0227,ADD0130
C0228,ADD0082
C0229,ADD0248
C0230,ADD0125
C0231,ADD0135
C0232,ADD0294
C0233,ADD0218
C0234,ADD0041
C0235,ADD0081
C0236,ADD0290
C0237,ADD0034
C0238,ADD0137
C0239,ADD0133
C0240,ADD0145
C0241,ADD0272
C0242,ADD0164
C0243,ADD0232
C0244,ADD0178
C0245,ADD0063
C0246,ADD0186
C0247,ADD0034
C0248,ADD0297
C0249,ADD0260
C0250,ADD0267
C0251,ADD0088
C0252,ADD0081
C0253,ADD0201
C0254,ADD0278
C0255,ADD0138
C0256,ADD0204
C0257,ADD0178
C0258,ADD0013
C0259,ADD0061
C0260,ADD0226
C0261,ADD0226
C0262,ADD0153
C0263,ADD0167
C0264,ADD0038
C0265,ADD0034
C0266,ADD0029
C0267,ADD0017
C0268,ADD0114
C0269,ADD0289
C0270,ADD0260
C0271,ADD0089
C0272,ADD0121
C0273,ADD0288
C0274,ADD0112
C0275,ADD0003
C0276,ADD0129
C0277,ADD0288
C0278,ADD0101
C0279,ADD0178
C0280,ADD0251
C0281,ADD0164
C0282,ADD0035
C0283,ADD0053
C0284,ADD0255
C0285,ADD0124
C0286,ADD0267
C0287,ADD0195
C0288,ADD0030
C0289,ADD0002
C0290,ADD0297
C0291,ADD0181
C0292,ADD0169
C0293,ADD0189
C0294,ADD0116
C0295,ADD0230
C0296,ADD0017
C0297,ADD0092
C0298,ADD0094
C0299,ADD0194
C0300,ADD0262
C0301,ADD0161
C0302,ADD0072
C0303,ADD0001
C0304,ADD0210
C0305,ADD0232
C0306,ADD0152
C0307,ADD0054
C0308,ADD0044
C0309,ADD0009
C0310,ADD0131
C0311,ADD0030
C0312,ADD0249
C0313,ADD0161
C0314,ADD0085
C0315,ADD0037
C0316,ADD0064
C0317,ADD0250
C0318,ADD0253
C0319,ADD0219
C0320,ADD0220
C0321,ADD0294
C0322,ADD0298
C0323,ADD0185
C0324,ADD0231
C0325,ADD0051
C0326,ADD0061
C0327,ADD0054
C0328,ADD0021
C0329,ADD0214
C0330,ADD0038
C0331,ADD0031
C0332,ADD0169
C0333,ADD0070
C0334,ADD0245
C0335,ADD0136
C0336,ADD0021
C0337,ADD0053
C0338,ADD0033
C0339,ADD0247
C0340,ADD0211
C0341,ADD0125
C0342,ADD0090
C0343,ADD0114
C0344,ADD0076
C0345,ADD0151
C0346,ADD0260
C0347,ADD0254
C0348,ADD0155
C0349,ADD0217
C0350,ADD0142
C0351,ADD0284
C0352,ADD0064
C0353,ADD0158
C0354,ADD0112
C0355,ADD0145
C0356,ADD0252
C0357,ADD0012
C0358,ADD0009
C0359,ADD0141
C0360,ADD0284
C0361,ADD0278
C0362,ADD0045
C0363,ADD0225
C0364,ADD0127
C0365,ADD0215
C0366,ADD0189
C0367,ADD0129
C0368,ADD0219
C0369,ADD0230
C0370,ADD0009
C0371,ADD0163
C0372,ADD0250
C0373,ADD0046
C0374,ADD0082
C0375,ADD0034
C0376,ADD0123
C0377,ADD0213
C0378,ADD0068
C0379,ADD0225
C0380,ADD0010
C0381,ADD0243
C0382,ADD0268
C0383,ADD0122
C0384,ADD0283
C0385,ADD0245
C0386,ADD0041
C0387,ADD0244
C0388,ADD0296
C0389,ADD0227
C0390,ADD0168
C0391,ADD0295
C0392,ADD0172
C0393,ADD0155
C0394,ADD0085
C0395,ADD0033
C0396,ADD0162
C0397,ADD0198
C0398,ADD0229
C0399,ADD0173
C0400,ADD0198
C0401,ADD0272
C0402,ADD0122
C0403,ADD0242
C0404,ADD0205
C0405,ADD0068
C0406,ADD0124
C0407,ADD0152
C0408,ADD0126
C0409,ADD0005
C0410,ADD0118
C0411,ADD0193
C0412,ADD0105
C0413,ADD0270
C0414,ADD0082
C0415,ADD0245
C0416,ADD0116
C0417,ADD0252
C0418,ADD0211
C0419,ADD0071
C0420,ADD0185
C0421,ADD0171
C0422,ADD0074
C0423,ADD0053
C0424,ADD0028
C0425,ADD0051
C0426,ADD0003
C0427,ADD0074
C0428,ADD0095
C0429,ADD0235
C0430,ADD0219
C0431,ADD0144
C0432,ADD0239
C0433,ADD0093
C0434,ADD0157
C0435,ADD0211
C0436,ADD0257
C0437,ADD0260
C0438,ADD0288
C0439,ADD0189
C0440,ADD0178
C0441,ADD0171
C0442,ADD0015
C0443,ADD0163
C0444,ADD0141
C0445,ADD0154
C0446,ADD0025
C0447,ADD0169
C0448,ADD0268
C0449,ADD0295
C0450,ADD0281
C0451,ADD0257
C0452,ADD0222
C0453,ADD0258
C0454,ADD0149
C0455,ADD0094
C0456,ADD0228
C0457,ADD0227
C0458,ADD0176
C0459,ADD0133
C0460,ADD0294
C0461,ADD0081
C0462,ADD0220
C0463,ADD0226
C0464,ADD0061
C0465,ADD0090
C0466,ADD0009
C0467,ADD0005
C0468,ADD0279
C0469,ADD0145
C0470,ADD0101
C0471,ADD0043
C0472,ADD0074
C0473,ADD0186
C0474,ADD0182
C0475,ADD0160
C0476,ADD0128
C0477,ADD0291
C0478,ADD0042
C0479,ADD0059
C0480,ADD0213
C0481,ADD0102
C0482,ADD0191
C0483,ADD0288
C0484,ADD0241
C0485,ADD0044
C0486,ADD0052
C0487,ADD0164
C0488,ADD0109
C0489,ADD0195
C0490,ADD0194
C0491,ADD0239
C0492,ADD0152
C0493,ADD0208
C0494,ADD0133
C0495,ADD0178
C0496,ADD0104
C0497,ADD0022
C0498,ADD0269
C0499,ADD0289
C0500,ADD0266
C0501,ADD0273
C0502,ADD0142
C0503,ADD0230
C0504,ADD0174
C0505,ADD0097
C0506,ADD0063
C0507,ADD0290
C0508,ADD0155
C0509,ADD0167
C0510,ADD0066
C0511,ADD0265
C0512,ADD0152
C0513,ADD0049
C0514,ADD0171
C0515,ADD0016
C0516,ADD0159
C0517,ADD0211
C0518,ADD0097
C0519,ADD0152
C0520,ADD0163
C0521,ADD0207
C0522,ADD0050
C0523,ADD0031
C0524,ADD0172
C0525,ADD0169
C0526,ADD0168
C0527,ADD0254
C0528,ADD0189
C0529,ADD0250
C0530,ADD0124
C0531,ADD0188
C0532,ADD0275
C0533,ADD0114
C0534,ADD0288
C0535,ADD0181
C0536,ADD0240
C0537,ADD0258
C0538,ADD0039
C0539,ADD0258
C0540,ADD0213
C0541,ADD0211
C0542,ADD0213
C0543,ADD0250
C0544,ADD0071
C0545,ADD0197
C0546,ADD0128
C0547,ADD0076
C0548,ADD0248
C0549,ADD0111
C0550,ADD0248
C0551,ADD0213
C0552,ADD0068
C0553,ADD0297
C0554,ADD0255
C0555,ADD0013
C0556,ADD0154
C0557,ADD0066
C0558,ADD0262
C0559,ADD0032
C0560,ADD0058
C0561,ADD0201
C0562,ADD0012
C0563,ADD0144
C0564,ADD0201
C0565,ADD0108
C0566,ADD0009
C0567,ADD0273
C0568,ADD0069
C0569,ADD0127
C0570,ADD0222
C0571,ADD0279
C0572,ADD0297
C0573,ADD0236
C0574,ADD0114
C0575,ADD0121
C0576,ADD0225
C0577,ADD0134
C0578,ADD0175
C0579,ADD0127
C0580,ADD0266
C0581,ADD0213
C0582,ADD0047
C0583,ADD0227
C0584,ADD0187
C0585,ADD0178
C0586,ADD0059
C0587,ADD0173
C0588,ADD0194
C0589,ADD0106
C0590,ADD0145
C0591,ADD0178
C0592,ADD0232
C0593,ADD0165
C0594,ADD0147
C0595,ADD0120
C0596,ADD0085
C0597,ADD0092
C0598,ADD0151
C0599,ADD0043
C0600,ADD0211
C0601,ADD0071
C0602,ADD0154
C0603,ADD0063
C0604,ADD0033
C0605,ADD0080
C0606,ADD0054
C0607,ADD0170
C0608,ADD0290
C0609,ADD0186
C0610,ADD0277
C0611,ADD0235
C0612,ADD0274
C0613,ADD0157
C0614,ADD0027
C0615,ADD0296
C0616,ADD0021
C0617,ADD0257
C0618,ADD0216
C0619,ADD0190
C0620,ADD0058
C0621,ADD0039
C0622,ADD0237
C0623,ADD0080
C0624,ADD0211
C0625,ADD0295
C0626,ADD0169
C0627,ADD0007
C0628,ADD0193
C0629,ADD0196
C0630,ADD0200
C0631,ADD0154
C0632,ADD0086
C0633,ADD0262
C0634,ADD0134
C0635,ADD0212
C0636,ADD0267
C0637,ADD0277
C0638,ADD0292
C0639,ADD0020
C0640,ADD0084
C0641,ADD0192
C0642,ADD0088
C0643,ADD0222
C0644,ADD0283
C0645,ADD0105
C0646,ADD0294
C0647,ADD0081
C0648,ADD0062
C0649,ADD0133
C0650,ADD0156
C0651,ADD0131
C0652,ADD0299
C0653,ADD0092
C0654,ADD0154
C0655,ADD0037
C0656,ADD0089
C0657,ADD0052
C0658,ADD0267
C0659,ADD0123
C0660,ADD0176
C0661,ADD0145
C0662,ADD0003
C0663,ADD0181
C0664,ADD0117
C0665,ADD0164
C0666,ADD0064
C0667,ADD0100
C0668,ADD0056
C0669,ADD0214
C0670,ADD0102
C0671,ADD0155
C0672,ADD0167
C0673,ADD0216
C0674,ADD0077
C0675,ADD0237
C0676,ADD0162
C0677,ADD0180
C0678,ADD0074
C0679,ADD0225
C0680,ADD0081
C0681,ADD0273
C0682,ADD0207
C0683,ADD0049
C0684,ADD0057
C0685,ADD0169
C0686,ADD0144
C0687,ADD0179
C0688,ADD0199
C0689,ADD0175
C0690,ADD0222
C0691,ADD0237
C0692,ADD0057
C0693,ADD0234
C0694,ADD0128
C0695,ADD0122
C0696,ADD0042
C0697,ADD0183
C0698,ADD0128
C0699,ADD0165
C0700,ADD0273
C0701,ADD0282
C0702,ADD0078
C0703,ADD0017
C0704,ADD0039
C0705,ADD0147
C0706,ADD0127
C0707,ADD0147
C0708,ADD0017
C0709,ADD0184
C0710,ADD0192
C0711,ADD0292
C0712,ADD0183
C0713,ADD0041
C0714,ADD0091
C0715,ADD0025
C0716,ADD0228
C0717,ADD0050
C0718,ADD0034
C0719,ADD0130
C0720,ADD0029
C0721,ADD0264
C0722,ADD0009
C0723,ADD0064
C0724,ADD0136
C0725,ADD0281
C0726,ADD0260
C0727,ADD0090
C0728,ADD0300
C0729,ADD0085
C0730,ADD0088
C0731,ADD0130
C0732,ADD0042
C0733,ADD0053
C0734,ADD0180
C0735,ADD0269
C0736,ADD0230
C0737,ADD0035
C0738,ADD0224
C0739,ADD0241
C0740,ADD0117
C0741,ADD0248
C0742,ADD0114
C0743,ADD0166
C0744,ADD0036
C0745,ADD0172
C0746,ADD0003
C0747,ADD0190
C0748,ADD0268
C0749,ADD0241
C0750,ADD0263
C0751,ADD0126
C0752,ADD0252
C0753,ADD0206
C0754,ADD0051
C0755,ADD0270
C0756,ADD0098
C0757,ADD0237
C0758,ADD0111
C0759,ADD0108
C0760,ADD0226
C0761,ADD0254
C0762,ADD0203
C0763,ADD0218
C0764,ADD0181
C0765,ADD0176
C0766,ADD0297
C0767,ADD0241
C0768,ADD0087
C0769,ADD0281
C0770,ADD0129
C0771,ADD0178
C0772,ADD0039
C0773,ADD0153
C0774,ADD0058
C0775,ADD0097
C0776,ADD0058
C0777,ADD0260
C0778,ADD0163
C0779,ADD0110
C0780,ADD0042
C0781,ADD0175
C0782,ADD0048
C0783,ADD0112
C0784,ADD0123
C0785,ADD0007
C0786,ADD0230
C0787,ADD0274
C0788,ADD0232
C0789,ADD0112
C0790,ADD0092
C0791,ADD0271
C0792,ADD0267
C0793,ADD0262
C0794,ADD0012
C0795,ADD0204
C0796,ADD0101
C0797,ADD0022
C0798,ADD0023
C0799,ADD0042
C0800,ADD0156
C0801,ADD0117
C0802,ADD0226
C0803,ADD0082
C0804,ADD0193
C0805,ADD0058
C0806,ADD0099
C0807,ADD0011
C0808,ADD0135
C0809,ADD0254
C0810,ADD0172
C0811,ADD0106
C0812,ADD0018
C0813,ADD0045
C0814,ADD0143
C0815,ADD0212
C0816,ADD0092
C0817,ADD0276
C0818,ADD0207
C0819,ADD0060
C0820,ADD0211
C0821,ADD0186
C0822,ADD0168
C0823,ADD0009
C0824,ADD0223
C0825,ADD0291
C0826,ADD0160
C0827,ADD0118
C0828,ADD0010
C0829,ADD0220
C0830,ADD0086
C0831,ADD0263
C0832,ADD0049
C0833,ADD0212
C0834,ADD0085
C0835,ADD0165
C0836,ADD0179
C0837,ADD0231
C0838,ADD0217
C0839,ADD0290
C0840,ADD0244
C0841,ADD0030
C0842,ADD0270
C0843,ADD0064
C0844,ADD0154
C0845,ADD0150
C0846,ADD0150
C0847,ADD0101
C0848,ADD0049
C0849,ADD0262
C0850,ADD0040
C0851,ADD0017
C0852,ADD0002
C0853,ADD0168
C0854,ADD0294
C0855,ADD0057
C0856,ADD0256
C0857,ADD0258
C0858,ADD0176
C0859,ADD0284
C0860,ADD0124
C0861,ADD0288
C0862,ADD0144
C0863,ADD0198
C0864,ADD0230
C0865,ADD0254
C0866,ADD0032
C0867,ADD0120
C0868,ADD0044
C0869,ADD0067
C0870,ADD0171
C0871,ADD0131
C0872,ADD0220
C0873,ADD0155
C0874,ADD0062
C0875,ADD0040
C0876,ADD0117
C0877,ADD0262
C0878,ADD0260
C0879,ADD0244
C0880,ADD0296
C0881,ADD0130
C0882,ADD0028
C0883,ADD0012
C0884,ADD0046
C0885,ADD0075
C0886,ADD0278
C0887,ADD0021
C0888,ADD0122
C0889,ADD0175
C0890,ADD0170
C0891,ADD0282
C0892,ADD0098
C0893,ADD0211
C0894,ADD0054
C0895,ADD0247
C0896,ADD0025
C0897,ADD0292
C0898,ADD0187
C0899,ADD0131
C0900,ADD0283
C0901,ADD0058
C0902,ADD0295
C0903,ADD0184
C0904,ADD0231
C0905,ADD0150
C0906,ADD0234
C0907,ADD0146
C0908,ADD0065
C0909,ADD0146
C0910,ADD0042
C0911,ADD0174
C0912,ADD0080
C0913,ADD0093
C0914,ADD0012
C0915,ADD0022
C0916,ADD0013
C0917,ADD0228
C0918,ADD0027
C0919,ADD0051
C0920,ADD0280
C0921,ADD0228
C0922,ADD0036
C0923,ADD0098
C0924,ADD0283
C0925,ADD0186
C0926,ADD0096
C0927,ADD0057
C0928,ADD0220
C0929,ADD0290
C0930,ADD0109
C0931,ADD0069
C0932,ADD0024
C0933,ADD0242
C0934,ADD0053
C0935,ADD0153
C0936,ADD0241
C0937,ADD0031
C0938,ADD0202
C0939,ADD0105
C0940,ADD0220
C0941,ADD0024
C0942,ADD0009
C0943,ADD0243
C0944,ADD0247
C0945,ADD0062
C0946,ADD0040
C0947,ADD0278
C0948,ADD0174
C0949,ADD0095
C0950,ADD0257
C0951,ADD0253
C0952,ADD0189
C0953,ADD0127
C0954,ADD0022
C0955,ADD0226
C0956,ADD0049
C0957,ADD0063
C0958,ADD0020
C0959,ADD0174
C0960,ADD0290
C0961,ADD0050
C0962,ADD0214
C0963,ADD0196
C0964,ADD0116
C0965,ADD0219
C0966,ADD0095
C0967,ADD0043
C0968,ADD0283
C0969,ADD0025
C0970,ADD0058
C0971,ADD0060
C0972,ADD0089
C0973,ADD0048
C0974,ADD0197
C0975,ADD0027
C0976,ADD0137
C0977,ADD0145
C0978,ADD0252
C0979,ADD0067
C0980,ADD0009
C0981,ADD0094
C0982,ADD0230
C0983,ADD0272
C0984,ADD0208
C0985,ADD0057
C0986,ADD0152
C0987,ADD0182
C0988,ADD0015
C0989,ADD0108
C0990,ADD0235
C0991,ADD0102
C0992,ADD0231
C0993,ADD0144
C0994,ADD0222
C0995,ADD0144
C0996,ADD0115
C0997,ADD0180
C0998,ADD0107
C0999,ADD0024
C1000,ADD0027
